"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
192,6,"2013-08-03",9467,676,1,0,"0",0
274,6,"2013-08-03",2866,740,1,0,"0",1
530,6,"2013-08-03",7799,1369,1,0,"0",0
732,6,"2013-08-03",8282,916,1,0,"0",0
909,6,"2013-08-03",8922,871,1,0,"0",0
183,5,"2013-08-02",5475,669,1,1,"0",1
192,5,"2013-08-02",8706,576,1,1,"0",1
274,5,"2013-08-02",3752,1084,1,1,"0",1
530,5,"2013-08-02",7237,1239,1,1,"0",1
732,5,"2013-08-02",8229,926,1,1,"0",1
909,5,"2013-08-02",12380,1133,1,1,"0",1
183,4,"2013-08-01",5559,656,1,1,"0",1
192,4,"2013-08-01",7889,563,1,1,"0",1
274,4,"2013-08-01",3207,882,1,1,"0",1
530,4,"2013-08-01",7076,1265,1,1,"0",1
732,4,"2013-08-01",11664,1195,1,1,"0",1
909,4,"2013-08-01",11042,1089,1,1,"0",1
183,3,"2013-07-31",6394,744,1,1,"0",1
192,3,"2013-07-31",8564,571,1,1,"0",1
274,3,"2013-07-31",3389,804,1,1,"0",1
530,3,"2013-07-31",9127,1431,1,1,"0",1
732,3,"2013-07-31",12224,1233,1,1,"0",1
909,3,"2013-07-31",20511,1558,1,1,"0",1
183,2,"2013-07-30",6843,834,1,1,"0",0
192,2,"2013-07-30",9453,641,1,1,"0",0
274,2,"2013-07-30",3036,751,1,1,"0",1
530,2,"2013-07-30",10030,1531,1,1,"0",1
732,2,"2013-07-30",11682,1209,1,1,"0",1
909,2,"2013-07-30",21082,1502,1,1,"0",0
183,1,"2013-07-29",7433,852,1,1,"0",0
192,1,"2013-07-29",10356,645,1,1,"0",0
274,1,"2013-07-29",2825,794,1,1,"0",1
530,1,"2013-07-29",9616,1393,1,1,"0",1
732,1,"2013-07-29",14382,1472,1,1,"0",1
909,1,"2013-07-29",16339,1215,1,1,"0",0
183,7,"2013-07-28",0,0,0,0,"0",0
192,7,"2013-07-28",0,0,0,0,"0",0
274,7,"2013-07-28",6221,1348,1,0,"0",1
530,7,"2013-07-28",7271,1262,1,0,"0",0
732,7,"2013-07-28",4498,499,1,0,"0",0
909,7,"2013-07-28",0,0,0,0,"0",0
183,6,"2013-07-27",2821,390,1,0,"0",0
192,6,"2013-07-27",8918,681,1,0,"0",0
274,6,"2013-07-27",2967,862,1,0,"0",1
530,6,"2013-07-27",7582,1302,1,0,"0",0
732,6,"2013-07-27",6672,770,1,0,"0",0
909,6,"2013-07-27",8042,814,1,0,"0",0
183,5,"2013-07-26",3923,560,1,0,"0",0
192,5,"2013-07-26",6575,519,1,0,"0",0
274,5,"2013-07-26",3315,905,1,0,"0",1
530,5,"2013-07-26",7222,1228,1,0,"0",1
732,5,"2013-07-26",8909,1005,1,0,"0",1
909,5,"2013-07-26",8030,839,1,0,"0",0
183,4,"2013-07-25",3684,565,1,0,"0",0
192,4,"2013-07-25",5403,422,1,0,"0",0
274,4,"2013-07-25",2625,751,1,0,"0",1
530,4,"2013-07-25",7086,1243,1,0,"0",1
732,4,"2013-07-25",9198,1080,1,0,"0",1
909,4,"2013-07-25",7939,846,1,0,"0",0
183,3,"2013-07-24",4011,574,1,0,"0",0
192,3,"2013-07-24",4993,433,1,0,"0",0
274,3,"2013-07-24",2504,737,1,0,"0",1
530,3,"2013-07-24",8218,1463,1,0,"0",1
732,3,"2013-07-24",9831,1146,1,0,"0",1
909,3,"2013-07-24",7139,803,1,0,"0",0
183,2,"2013-07-23",4641,629,1,0,"0",0
192,2,"2013-07-23",5589,455,1,0,"0",0
274,2,"2013-07-23",2764,747,1,0,"0",1
530,2,"2013-07-23",8152,1402,1,0,"0",1
732,2,"2013-07-23",9260,1113,1,0,"0",1
909,2,"2013-07-23",7591,849,1,0,"0",0
183,1,"2013-07-22",4579,695,1,0,"0",0
192,1,"2013-07-22",6109,457,1,0,"0",0
274,1,"2013-07-22",3325,942,1,0,"0",1
530,1,"2013-07-22",8531,1452,1,0,"0",1
732,1,"2013-07-22",10994,1207,1,0,"0",1
909,1,"2013-07-22",8983,948,1,0,"0",0
183,7,"2013-07-21",0,0,0,0,"0",0
192,7,"2013-07-21",0,0,0,0,"0",0
274,7,"2013-07-21",6278,1490,1,0,"0",1
530,7,"2013-07-21",6435,1206,1,0,"0",0
732,7,"2013-07-21",4958,545,1,0,"0",0
909,7,"2013-07-21",0,0,0,0,"0",0
183,6,"2013-07-20",2837,378,1,0,"0",0
192,6,"2013-07-20",8160,685,1,0,"0",0
274,6,"2013-07-20",2980,769,1,0,"0",1
530,6,"2013-07-20",6567,1212,1,0,"0",0
732,6,"2013-07-20",7146,853,1,0,"0",0
909,6,"2013-07-20",7945,846,1,0,"0",0
183,5,"2013-07-19",4995,671,1,1,"0",0
192,5,"2013-07-19",8202,615,1,1,"0",0
274,5,"2013-07-19",3468,945,1,1,"0",1
530,5,"2013-07-19",8337,1335,1,1,"0",1
732,5,"2013-07-19",11102,1161,1,1,"0",1
909,5,"2013-07-19",12738,1163,1,1,"0",0
183,4,"2013-07-18",5290,674,1,1,"0",0
192,4,"2013-07-18",7745,522,1,1,"0",0
274,4,"2013-07-18",3006,818,1,1,"0",1
530,4,"2013-07-18",7192,1234,1,1,"0",1
732,4,"2013-07-18",8902,1051,1,1,"0",1
909,4,"2013-07-18",12398,1107,1,1,"0",0
183,3,"2013-07-17",5372,678,1,1,"0",0
192,3,"2013-07-17",7129,551,1,1,"0",0
274,3,"2013-07-17",2981,753,1,1,"0",1
530,3,"2013-07-17",7190,1166,1,1,"0",1
732,3,"2013-07-17",9775,1090,1,1,"0",1
909,3,"2013-07-17",12070,1071,1,1,"0",0
183,2,"2013-07-16",6084,740,1,1,"0",0
192,2,"2013-07-16",7899,608,1,1,"0",0
274,2,"2013-07-16",3061,755,1,1,"0",1
530,2,"2013-07-16",7684,1279,1,1,"0",1
732,2,"2013-07-16",10626,1126,1,1,"0",1
909,2,"2013-07-16",15180,1278,1,1,"0",0
183,1,"2013-07-15",7530,929,1,1,"0",0
192,1,"2013-07-15",9568,648,1,1,"0",0
274,1,"2013-07-15",3448,802,1,1,"0",1
530,1,"2013-07-15",9025,1348,1,1,"0",1
732,1,"2013-07-15",12564,1281,1,1,"0",1
909,1,"2013-07-15",15714,1319,1,1,"0",0
183,7,"2013-07-14",0,0,0,0,"0",0
192,7,"2013-07-14",0,0,0,0,"0",0
274,7,"2013-07-14",5957,1273,1,0,"0",1
530,7,"2013-07-14",6190,1090,1,0,"0",0
732,7,"2013-07-14",6071,679,1,0,"0",0
909,7,"2013-07-14",0,0,0,0,"0",0
183,6,"2013-07-13",2755,393,1,0,"0",0
192,6,"2013-07-13",8762,702,1,0,"0",0
274,6,"2013-07-13",2845,702,1,0,"0",1
530,6,"2013-07-13",5803,1081,1,0,"0",0
732,6,"2013-07-13",7304,854,1,0,"0",0
909,6,"2013-07-13",7938,814,1,0,"0",0
183,5,"2013-07-12",4266,586,1,0,"0",0
192,5,"2013-07-12",6919,574,1,0,"0",0
274,5,"2013-07-12",3151,871,1,0,"0",1
530,5,"2013-07-12",6335,1120,1,0,"0",1
732,5,"2013-07-12",8272,940,1,0,"0",1
909,5,"2013-07-12",8537,904,1,0,"0",0
183,4,"2013-07-11",4013,568,1,0,"0",0
192,4,"2013-07-11",6119,490,1,0,"0",0
274,4,"2013-07-11",3105,829,1,0,"0",1
530,4,"2013-07-11",5646,1058,1,0,"0",1
732,4,"2013-07-11",7599,910,1,0,"0",1
909,4,"2013-07-11",7538,855,1,0,"0",0
183,3,"2013-07-10",3911,582,1,0,"0",0
192,3,"2013-07-10",4681,410,1,0,"0",0
274,3,"2013-07-10",2775,759,1,0,"0",1
530,3,"2013-07-10",6318,1176,1,0,"0",1
732,3,"2013-07-10",8548,989,1,0,"0",1
909,3,"2013-07-10",7683,798,1,0,"0",0
183,2,"2013-07-09",4445,625,1,0,"0",0
192,2,"2013-07-09",5098,403,1,0,"0",0
274,2,"2013-07-09",2584,786,1,0,"0",1
530,2,"2013-07-09",6818,1190,1,0,"0",1
732,2,"2013-07-09",7980,930,1,0,"0",1
909,2,"2013-07-09",8012,855,1,0,"0",0
183,1,"2013-07-08",4995,728,1,0,"0",0
192,1,"2013-07-08",6260,498,1,0,"0",0
274,1,"2013-07-08",3226,877,1,0,"0",1
530,1,"2013-07-08",7951,1305,1,0,"0",1
732,1,"2013-07-08",9960,1094,1,0,"0",1
909,1,"2013-07-08",8413,985,1,0,"0",0
183,7,"2013-07-07",0,0,0,0,"0",0
192,7,"2013-07-07",0,0,0,0,"0",0
274,7,"2013-07-07",6046,1430,1,0,"0",1
530,7,"2013-07-07",5584,955,1,0,"0",0
732,7,"2013-07-07",4198,490,1,0,"0",0
909,7,"2013-07-07",0,0,0,0,"0",0
183,6,"2013-07-06",2631,368,1,0,"0",0
192,6,"2013-07-06",8652,682,1,0,"0",0
274,6,"2013-07-06",3338,863,1,0,"0",1
530,6,"2013-07-06",5373,1023,1,0,"0",0
732,6,"2013-07-06",6515,764,1,0,"0",0
909,6,"2013-07-06",7865,833,1,0,"0",0
183,5,"2013-07-05",4899,637,1,1,"0",0
192,5,"2013-07-05",7915,609,1,1,"0",0
274,5,"2013-07-05",4015,1054,1,1,"0",0
530,5,"2013-07-05",6026,984,1,1,"0",1
732,5,"2013-07-05",7274,851,1,1,"0",1
909,5,"2013-07-05",11560,1075,1,1,"0",0
183,4,"2013-07-04",5017,648,1,1,"0",0
192,4,"2013-07-04",6763,506,1,1,"0",0
274,4,"2013-07-04",3368,903,1,1,"0",0
530,4,"2013-07-04",5930,1004,1,1,"0",1
732,4,"2013-07-04",8882,989,1,1,"0",1
909,4,"2013-07-04",11631,1043,1,1,"0",0
183,3,"2013-07-03",4853,598,1,1,"0",0
192,3,"2013-07-03",7121,526,1,1,"0",0
274,3,"2013-07-03",3327,899,1,1,"0",0
530,3,"2013-07-03",6199,1048,1,1,"0",1
732,3,"2013-07-03",9031,959,1,1,"0",1
909,3,"2013-07-03",12463,1048,1,1,"0",0
183,2,"2013-07-02",5578,674,1,1,"0",0
192,2,"2013-07-02",6430,471,1,1,"0",0
274,2,"2013-07-02",3474,839,1,1,"0",0
530,2,"2013-07-02",6306,1016,1,1,"0",1
732,2,"2013-07-02",8028,878,1,1,"0",1
909,2,"2013-07-02",12266,1154,1,1,"0",0
183,1,"2013-07-01",7880,861,1,1,"0",0
192,1,"2013-07-01",8373,573,1,1,"0",0
274,1,"2013-07-01",3540,958,1,1,"0",0
530,1,"2013-07-01",7003,1068,1,1,"0",1
732,1,"2013-07-01",10197,1064,1,1,"0",1
909,1,"2013-07-01",15576,1383,1,1,"0",0
183,7,"2013-06-30",0,0,0,0,"0",0
192,7,"2013-06-30",0,0,0,0,"0",0
274,7,"2013-06-30",6690,1456,1,0,"0",0
530,7,"2013-06-30",5160,859,1,0,"0",0
732,7,"2013-06-30",3616,406,1,0,"0",0
909,7,"2013-06-30",0,0,0,0,"0",0
183,6,"2013-06-29",2661,362,1,0,"0",0
192,6,"2013-06-29",9200,678,1,0,"0",0
274,6,"2013-06-29",3585,806,1,0,"0",0
530,6,"2013-06-29",4943,796,1,0,"0",0
732,6,"2013-06-29",7138,732,1,0,"0",0
909,6,"2013-06-29",9042,797,1,0,"0",0
183,5,"2013-06-28",4387,619,1,0,"0",0
192,5,"2013-06-28",7183,535,1,0,"0",0
274,5,"2013-06-28",3617,956,1,0,"0",0
530,5,"2013-06-28",4877,763,1,0,"0",1
732,5,"2013-06-28",6723,790,1,0,"0",1
909,5,"2013-06-28",9110,881,1,0,"0",0
183,4,"2013-06-27",4054,569,1,0,"0",0
192,4,"2013-06-27",5271,446,1,0,"0",0
274,4,"2013-06-27",2998,838,1,0,"0",0
530,4,"2013-06-27",3707,570,1,0,"0",1
732,4,"2013-06-27",6515,762,1,0,"0",1
909,4,"2013-06-27",8560,865,1,0,"0",0
183,3,"2013-06-26",4256,601,1,0,"0",0
192,3,"2013-06-26",4642,389,1,0,"0",0
274,3,"2013-06-26",2896,788,1,0,"0",0
530,3,"2013-06-26",4331,777,1,0,"0",1
732,3,"2013-06-26",5422,705,1,0,"0",1
909,3,"2013-06-26",7542,841,1,0,"0",0
183,2,"2013-06-25",3757,573,1,0,"0",0
192,2,"2013-06-25",4958,408,1,0,"0",0
274,2,"2013-06-25",3071,828,1,0,"0",0
530,2,"2013-06-25",4119,737,1,0,"0",1
732,2,"2013-06-25",5619,723,1,0,"0",1
909,2,"2013-06-25",7557,872,1,0,"0",0
183,1,"2013-06-24",4468,651,1,0,"0",0
192,1,"2013-06-24",5718,469,1,0,"0",0
274,1,"2013-06-24",3231,887,1,0,"0",0
530,1,"2013-06-24",5211,820,1,0,"0",1
732,1,"2013-06-24",6995,854,1,0,"0",1
909,1,"2013-06-24",7929,861,1,0,"0",0
183,7,"2013-06-23",0,0,0,0,"0",0
192,7,"2013-06-23",0,0,0,0,"0",0
274,7,"2013-06-23",5837,1369,1,0,"0",0
530,7,"2013-06-23",4240,741,1,0,"0",0
732,7,"2013-06-23",2752,339,1,0,"0",0
909,7,"2013-06-23",0,0,0,0,"0",0
183,6,"2013-06-22",2609,345,1,0,"0",0
192,6,"2013-06-22",9309,684,1,0,"0",0
274,6,"2013-06-22",3133,814,1,0,"0",0
530,6,"2013-06-22",4914,805,1,0,"0",0
732,6,"2013-06-22",5972,705,1,0,"0",0
909,6,"2013-06-22",8054,855,1,0,"0",0
183,5,"2013-06-21",5410,706,1,1,"0",0
192,5,"2013-06-21",8738,609,1,1,"0",0
274,5,"2013-06-21",3760,1042,1,1,"0",0
530,5,"2013-06-21",4415,762,1,1,"0",0
732,5,"2013-06-21",8165,882,1,1,"0",0
909,5,"2013-06-21",12213,1079,1,1,"0",0
183,4,"2013-06-20",3563,476,1,1,"0",0
192,4,"2013-06-20",6204,445,1,1,"0",0
274,4,"2013-06-20",3781,1016,1,1,"0",0
530,4,"2013-06-20",5070,807,1,1,"0",0
732,4,"2013-06-20",6944,791,1,1,"0",0
909,4,"2013-06-20",8959,882,1,1,"0",0
183,3,"2013-06-19",4661,592,1,1,"0",0
192,3,"2013-06-19",6175,463,1,1,"0",0
274,3,"2013-06-19",3857,1150,1,1,"0",0
530,3,"2013-06-19",4715,814,1,1,"0",0
732,3,"2013-06-19",5960,690,1,1,"0",0
909,3,"2013-06-19",10686,1010,1,1,"0",0
183,2,"2013-06-18",5388,682,1,1,"0",0
192,2,"2013-06-18",7244,507,1,1,"0",0
274,2,"2013-06-18",3270,1022,1,1,"0",0
530,2,"2013-06-18",5090,859,1,1,"0",0
732,2,"2013-06-18",7263,795,1,1,"0",0
909,2,"2013-06-18",11291,1069,1,1,"0",0
183,1,"2013-06-17",6120,731,1,1,"0",0
192,1,"2013-06-17",6790,526,1,1,"0",0
274,1,"2013-06-17",3875,981,1,1,"0",0
530,1,"2013-06-17",5471,836,1,1,"0",0
732,1,"2013-06-17",7504,840,1,1,"0",0
909,1,"2013-06-17",13238,1202,1,1,"0",0
183,7,"2013-06-16",0,0,0,0,"0",0
192,7,"2013-06-16",0,0,0,0,"0",0
274,7,"2013-06-16",6029,1432,1,0,"0",0
530,7,"2013-06-16",4108,705,1,0,"0",0
732,7,"2013-06-16",2982,346,1,0,"0",0
909,7,"2013-06-16",0,0,0,0,"0",0
183,6,"2013-06-15",2707,368,1,0,"0",0
192,6,"2013-06-15",9038,687,1,0,"0",0
274,6,"2013-06-15",3211,772,1,0,"0",0
530,6,"2013-06-15",4805,825,1,0,"0",0
732,6,"2013-06-15",5047,609,1,0,"0",0
909,6,"2013-06-15",7740,809,1,0,"0",0
183,5,"2013-06-14",4252,603,1,0,"0",0
192,5,"2013-06-14",6657,552,1,0,"0",0
274,5,"2013-06-14",3561,992,1,0,"0",0
530,5,"2013-06-14",4160,753,1,0,"0",0
732,5,"2013-06-14",5316,689,1,0,"0",0
909,5,"2013-06-14",8460,885,1,0,"0",0
183,4,"2013-06-13",4028,593,1,0,"0",0
192,4,"2013-06-13",4335,382,1,0,"0",0
274,4,"2013-06-13",3024,902,1,0,"0",0
530,4,"2013-06-13",4105,763,1,0,"0",0
732,4,"2013-06-13",6033,759,1,0,"0",0
909,4,"2013-06-13",7879,828,1,0,"0",0
183,3,"2013-06-12",4110,595,1,0,"0",0
192,3,"2013-06-12",4705,381,1,0,"0",0
274,3,"2013-06-12",2900,818,1,0,"0",0
530,3,"2013-06-12",4373,800,1,0,"0",0
732,3,"2013-06-12",5025,700,1,0,"0",0
909,3,"2013-06-12",7349,880,1,0,"0",0
183,2,"2013-06-11",4558,617,1,0,"0",0
192,2,"2013-06-11",5045,405,1,0,"0",0
274,2,"2013-06-11",2747,785,1,0,"0",0
530,2,"2013-06-11",4493,823,1,0,"0",0
732,2,"2013-06-11",5778,714,1,0,"0",0
909,2,"2013-06-11",8101,875,1,0,"0",0
183,1,"2013-06-10",3879,543,1,0,"0",0
192,1,"2013-06-10",5957,458,1,0,"0",0
274,1,"2013-06-10",3158,866,1,0,"0",0
530,1,"2013-06-10",4931,877,1,0,"0",0
732,1,"2013-06-10",6516,825,1,0,"0",0
909,1,"2013-06-10",8220,891,1,0,"0",0
183,7,"2013-06-09",0,0,0,0,"0",0
192,7,"2013-06-09",0,0,0,0,"0",0
274,7,"2013-06-09",5741,1311,1,0,"0",0
530,7,"2013-06-09",4278,775,1,0,"0",0
732,7,"2013-06-09",3010,382,1,0,"0",0
909,7,"2013-06-09",0,0,0,0,"0",0
183,6,"2013-06-08",2591,346,1,0,"0",0
192,6,"2013-06-08",7654,637,1,0,"0",0
274,6,"2013-06-08",2734,740,1,0,"0",0
530,6,"2013-06-08",5126,887,1,0,"0",0
732,6,"2013-06-08",5897,700,1,0,"0",0
909,6,"2013-06-08",7475,822,1,0,"0",0
183,5,"2013-06-07",5031,681,1,1,"0",0
192,5,"2013-06-07",7274,555,1,1,"0",0
274,5,"2013-06-07",3732,1036,1,1,"0",0
530,5,"2013-06-07",5029,887,1,1,"0",0
732,5,"2013-06-07",6214,743,1,1,"0",0
909,5,"2013-06-07",12008,1108,1,1,"0",0
183,4,"2013-06-06",4678,594,1,1,"0",0
192,4,"2013-06-06",6061,449,1,1,"0",0
274,4,"2013-06-06",3181,908,1,1,"0",0
530,4,"2013-06-06",5518,1007,1,1,"0",0
732,4,"2013-06-06",6914,820,1,1,"0",0
909,4,"2013-06-06",10331,1036,1,1,"0",0
183,3,"2013-06-05",5384,686,1,1,"0",0
192,3,"2013-06-05",6448,464,1,1,"0",0
274,3,"2013-06-05",2897,789,1,1,"0",0
530,3,"2013-06-05",5327,931,1,1,"0",0
732,3,"2013-06-05",6188,697,1,1,"0",0
909,3,"2013-06-05",10873,1040,1,1,"0",0
183,2,"2013-06-04",6083,773,1,1,"0",0
192,2,"2013-06-04",7038,506,1,1,"0",0
274,2,"2013-06-04",3014,834,1,1,"0",0
530,2,"2013-06-04",5356,874,1,1,"0",0
732,2,"2013-06-04",6980,792,1,1,"0",0
909,2,"2013-06-04",13273,1249,1,1,"0",0
183,1,"2013-06-03",7204,828,1,1,"0",0
192,1,"2013-06-03",8443,575,1,1,"0",0
274,1,"2013-06-03",3550,866,1,1,"0",0
530,1,"2013-06-03",5972,939,1,1,"0",0
732,1,"2013-06-03",7866,869,1,1,"0",0
909,1,"2013-06-03",14378,1225,1,1,"0",0
183,7,"2013-06-02",0,0,0,0,"0",0
192,7,"2013-06-02",0,0,0,0,"0",0
274,7,"2013-06-02",5726,1322,1,0,"0",0
530,7,"2013-06-02",4441,791,1,0,"0",0
732,7,"2013-06-02",3248,367,1,0,"0",0
909,7,"2013-06-02",0,0,0,0,"0",0
183,6,"2013-06-01",2947,377,1,0,"0",0
192,6,"2013-06-01",10110,679,1,0,"0",0
274,6,"2013-06-01",2973,716,1,0,"0",0
530,6,"2013-06-01",5498,933,1,0,"0",0
732,6,"2013-06-01",6223,699,1,0,"0",0
909,6,"2013-06-01",9568,964,1,0,"0",0
183,5,"2013-05-31",5206,621,1,1,"0",1
192,5,"2013-05-31",9429,625,1,1,"0",1
274,5,"2013-05-31",3806,913,1,1,"0",0
530,5,"2013-05-31",5488,913,1,1,"0",0
732,5,"2013-05-31",7356,850,1,1,"0",0
909,5,"2013-05-31",15140,1198,1,1,"0",1
183,4,"2013-05-30",0,0,0,1,"a",1
192,4,"2013-05-30",0,0,0,1,"a",1
274,4,"2013-05-30",6599,1454,1,1,"a",0
530,4,"2013-05-30",5240,878,1,1,"0",0
732,4,"2013-05-30",6473,757,1,1,"0",0
909,4,"2013-05-30",0,0,0,1,"a",1
183,3,"2013-05-29",4326,581,1,1,"0",1
192,3,"2013-05-29",8390,633,1,1,"0",1
274,3,"2013-05-29",3816,970,1,1,"0",0
530,3,"2013-05-29",5102,823,1,1,"0",0
732,3,"2013-05-29",5787,677,1,1,"0",0
909,3,"2013-05-29",12884,1131,1,1,"0",1
183,2,"2013-05-28",5410,701,1,1,"0",1
192,2,"2013-05-28",6318,439,1,1,"0",1
274,2,"2013-05-28",3068,805,1,1,"0",0
530,2,"2013-05-28",4675,770,1,1,"0",0
732,2,"2013-05-28",6154,749,1,1,"0",0
909,2,"2013-05-28",12065,1122,1,1,"0",1
183,1,"2013-05-27",6547,805,1,1,"0",1
192,1,"2013-05-27",7594,539,1,1,"0",1
274,1,"2013-05-27",3318,875,1,1,"0",0
530,1,"2013-05-27",5961,941,1,1,"0",0
732,1,"2013-05-27",6963,760,1,1,"0",0
909,1,"2013-05-27",12554,1161,1,1,"0",1
183,7,"2013-05-26",0,0,0,0,"0",0
192,7,"2013-05-26",0,0,0,0,"0",0
274,7,"2013-05-26",5770,1295,1,0,"0",0
530,7,"2013-05-26",4230,786,1,0,"0",0
732,7,"2013-05-26",2175,270,1,0,"0",0
909,7,"2013-05-26",0,0,0,0,"0",0
183,6,"2013-05-25",3016,423,1,0,"0",0
192,6,"2013-05-25",7783,614,1,0,"0",0
274,6,"2013-05-25",2780,701,1,0,"0",0
530,6,"2013-05-25",3519,598,1,0,"0",0
732,6,"2013-05-25",4591,496,1,0,"0",0
909,6,"2013-05-25",7875,828,1,0,"0",0
183,5,"2013-05-24",4117,560,1,0,"0",1
192,5,"2013-05-24",6434,517,1,0,"0",1
274,5,"2013-05-24",2984,817,1,0,"0",0
530,5,"2013-05-24",4374,775,1,0,"0",0
732,5,"2013-05-24",4766,590,1,0,"0",0
909,5,"2013-05-24",8065,855,1,0,"0",1
183,4,"2013-05-23",4292,611,1,0,"0",1
192,4,"2013-05-23",5396,436,1,0,"0",1
274,4,"2013-05-23",2822,796,1,0,"0",0
530,4,"2013-05-23",3914,775,1,0,"0",0
732,4,"2013-05-23",5293,675,1,0,"0",0
909,4,"2013-05-23",7757,848,1,0,"0",1
183,3,"2013-05-22",3897,509,1,0,"0",1
192,3,"2013-05-22",5171,417,1,0,"0",1
274,3,"2013-05-22",2876,782,1,0,"0",0
530,3,"2013-05-22",4855,849,1,0,"0",0
732,3,"2013-05-22",5211,608,1,0,"0",0
909,3,"2013-05-22",7137,758,1,0,"0",1
183,2,"2013-05-21",5989,822,1,0,"0",1
192,2,"2013-05-21",6289,486,1,0,"0",1
274,2,"2013-05-21",3076,827,1,0,"0",0
530,2,"2013-05-21",4340,759,1,0,"0",0
732,2,"2013-05-21",6177,749,1,0,"0",0
909,2,"2013-05-21",9137,1055,1,0,"0",1
183,1,"2013-05-20",0,0,0,0,"a",0
192,1,"2013-05-20",0,0,0,0,"a",0
274,1,"2013-05-20",7537,1627,1,0,"a",0
530,1,"2013-05-20",4799,900,1,0,"a",0
732,1,"2013-05-20",2868,381,1,0,"a",0
909,1,"2013-05-20",0,0,0,0,"a",0
183,7,"2013-05-19",0,0,0,0,"0",0
192,7,"2013-05-19",0,0,0,0,"0",0
274,7,"2013-05-19",5794,1255,1,0,"0",0
530,7,"2013-05-19",5322,1036,1,0,"0",0
732,7,"2013-05-19",3811,472,1,0,"0",0
909,7,"2013-05-19",0,0,0,0,"0",0
183,6,"2013-05-18",3206,387,1,0,"0",0
192,6,"2013-05-18",8921,705,1,0,"0",0
274,6,"2013-05-18",2959,758,1,0,"0",0
530,6,"2013-05-18",5876,1077,1,0,"0",0
732,6,"2013-05-18",6780,803,1,0,"0",0
909,6,"2013-05-18",8659,890,1,0,"0",0
183,5,"2013-05-17",4697,677,1,1,"0",0
192,5,"2013-05-17",8357,595,1,1,"0",0
274,5,"2013-05-17",3990,1048,1,1,"0",0
530,5,"2013-05-17",4793,854,1,1,"0",0
732,5,"2013-05-17",6760,782,1,1,"0",0
909,5,"2013-05-17",12325,1086,1,1,"0",0
183,4,"2013-05-16",4651,635,1,1,"0",0
192,4,"2013-05-16",7656,523,1,1,"0",0
274,4,"2013-05-16",3097,893,1,1,"0",0
530,4,"2013-05-16",4818,786,1,1,"0",0
732,4,"2013-05-16",6190,749,1,1,"0",0
909,4,"2013-05-16",11717,1132,1,1,"0",0
183,3,"2013-05-15",5230,670,1,1,"0",0
192,3,"2013-05-15",6792,496,1,1,"0",0
274,3,"2013-05-15",2858,782,1,1,"0",0
530,3,"2013-05-15",3959,729,1,1,"0",0
732,3,"2013-05-15",5180,626,1,1,"0",0
909,3,"2013-05-15",11143,1067,1,1,"0",0
183,2,"2013-05-14",5860,742,1,1,"0",0
192,2,"2013-05-14",6480,475,1,1,"0",0
274,2,"2013-05-14",3230,866,1,1,"0",0
530,2,"2013-05-14",5245,864,1,1,"0",0
732,2,"2013-05-14",6237,710,1,1,"0",0
909,2,"2013-05-14",12963,1190,1,1,"0",0
183,1,"2013-05-13",6609,843,1,1,"0",0
192,1,"2013-05-13",8183,551,1,1,"0",0
274,1,"2013-05-13",3331,866,1,1,"0",0
530,1,"2013-05-13",5272,858,1,1,"0",0
732,1,"2013-05-13",8035,870,1,1,"0",0
909,1,"2013-05-13",13057,1185,1,1,"0",0
183,7,"2013-05-12",0,0,0,0,"0",0
192,7,"2013-05-12",0,0,0,0,"0",0
274,7,"2013-05-12",6266,1424,1,0,"0",0
530,7,"2013-05-12",3840,701,1,0,"0",0
732,7,"2013-05-12",2680,336,1,0,"0",0
909,7,"2013-05-12",0,0,0,0,"0",0
183,6,"2013-05-11",3068,430,1,0,"0",0
192,6,"2013-05-11",9409,743,1,0,"0",0
274,6,"2013-05-11",3016,737,1,0,"0",0
530,6,"2013-05-11",5218,962,1,0,"0",0
732,6,"2013-05-11",6209,715,1,0,"0",0
909,6,"2013-05-11",9387,948,1,0,"0",0
183,5,"2013-05-10",5373,663,1,0,"0",0
192,5,"2013-05-10",8111,576,1,0,"0",0
274,5,"2013-05-10",3275,840,1,0,"0",0
530,5,"2013-05-10",6462,1060,1,0,"0",1
732,5,"2013-05-10",8836,1019,1,0,"0",1
909,5,"2013-05-10",9980,1020,1,0,"0",0
183,4,"2013-05-09",0,0,0,0,"a",0
192,4,"2013-05-09",0,0,0,0,"a",0
274,4,"2013-05-09",7017,1436,1,0,"a",0
530,4,"2013-05-09",4835,925,1,0,"a",0
732,4,"2013-05-09",2851,354,1,0,"a",0
909,4,"2013-05-09",0,0,0,0,"a",0
183,3,"2013-05-08",4203,589,1,0,"0",0
192,3,"2013-05-08",6673,529,1,0,"0",0
274,3,"2013-05-08",3771,1050,1,0,"0",0
530,3,"2013-05-08",4720,817,1,0,"0",0
732,3,"2013-05-08",6499,762,1,0,"0",0
909,3,"2013-05-08",9831,1077,1,0,"0",0
183,2,"2013-05-07",4483,613,1,0,"0",0
192,2,"2013-05-07",5475,457,1,0,"0",0
274,2,"2013-05-07",3370,878,1,0,"0",0
530,2,"2013-05-07",4582,825,1,0,"0",0
732,2,"2013-05-07",5361,706,1,0,"0",0
909,2,"2013-05-07",7739,892,1,0,"0",0
183,1,"2013-05-06",5548,780,1,0,"0",0
