"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"867173",488,3,"2013-05-15",3491,368,1,1,"0",0
"867204",519,3,"2013-05-15",4644,516,1,1,"0",0
"867294",609,3,"2013-05-15",5589,624,1,1,"0",0
"867296",611,3,"2013-05-15",6810,566,1,1,"0",0
"867324",639,3,"2013-05-15",5609,500,1,1,"0",0
"867468",783,3,"2013-05-15",5937,635,1,1,"0",0
"867524",839,3,"2013-05-15",6315,734,1,1,"0",0
"867609",924,3,"2013-05-15",5458,471,1,1,"0",0
"867624",939,3,"2013-05-15",5947,554,1,1,"0",0
"867733",1048,3,"2013-05-15",5897,453,1,1,"0",0
"867734",1049,3,"2013-05-15",4219,662,1,1,"0",0
"867759",1074,3,"2013-05-15",4542,480,1,1,"0",0
"867883",83,2,"2013-05-14",4444,402,1,1,"0",0
"867944",144,2,"2013-05-14",8417,759,1,1,"0",0
"867987",187,2,"2013-05-14",7869,947,1,1,"0",0
"868000",200,2,"2013-05-14",9034,1164,1,1,"0",0
"868007",207,2,"2013-05-14",13679,1431,1,1,"0",0
"868048",248,2,"2013-05-14",9446,1232,1,1,"0",0
"868064",264,2,"2013-05-14",9774,1243,1,1,"0",0
"868247",447,2,"2013-05-14",6340,715,1,1,"0",0
"868288",488,2,"2013-05-14",4056,445,1,1,"0",0
"868319",519,2,"2013-05-14",5475,546,1,1,"0",0
"868409",609,2,"2013-05-14",5636,592,1,1,"0",0
"868411",611,2,"2013-05-14",7359,546,1,1,"0",0
"868439",639,2,"2013-05-14",6510,604,1,1,"0",0
"868583",783,2,"2013-05-14",7121,657,1,1,"0",0
"868639",839,2,"2013-05-14",7154,834,1,1,"0",0
"868724",924,2,"2013-05-14",6969,601,1,1,"0",0
"868739",939,2,"2013-05-14",6060,555,1,1,"0",0
"868848",1048,2,"2013-05-14",6908,559,1,1,"0",0
"868849",1049,2,"2013-05-14",5101,793,1,1,"0",0
"868874",1074,2,"2013-05-14",4790,514,1,1,"0",0
"868998",83,1,"2013-05-13",5226,451,1,1,"0",0
"869059",144,1,"2013-05-13",9920,838,1,1,"0",0
"869102",187,1,"2013-05-13",7972,907,1,1,"0",0
"869115",200,1,"2013-05-13",9293,1139,1,1,"0",0
"869122",207,1,"2013-05-13",16535,1724,1,1,"0",0
"869163",248,1,"2013-05-13",9697,1191,1,1,"0",0
"869179",264,1,"2013-05-13",11632,1450,1,1,"0",0
"869362",447,1,"2013-05-13",6875,743,1,1,"0",0
"869403",488,1,"2013-05-13",4620,440,1,1,"0",0
"869434",519,1,"2013-05-13",5784,643,1,1,"0",0
"869524",609,1,"2013-05-13",6841,671,1,1,"0",0
"869526",611,1,"2013-05-13",7360,600,1,1,"0",0
"869554",639,1,"2013-05-13",6884,635,1,1,"0",0
"869698",783,1,"2013-05-13",8788,826,1,1,"0",0
"869754",839,1,"2013-05-13",7905,903,1,1,"0",0
"869839",924,1,"2013-05-13",6865,588,1,1,"0",0
"869854",939,1,"2013-05-13",8080,727,1,1,"0",0
"869963",1048,1,"2013-05-13",8380,627,1,1,"0",0
"869964",1049,1,"2013-05-13",4700,695,1,1,"0",0
"869989",1074,1,"2013-05-13",6998,683,1,1,"0",0
"870113",83,7,"2013-05-12",0,0,0,0,"0",0
"870174",144,7,"2013-05-12",0,0,0,0,"0",0
"870217",187,7,"2013-05-12",0,0,0,0,"0",0
"870230",200,7,"2013-05-12",0,0,0,0,"0",0
"870237",207,7,"2013-05-12",0,0,0,0,"0",0
"870278",248,7,"2013-05-12",0,0,0,0,"0",0
"870294",264,7,"2013-05-12",0,0,0,0,"0",0
"870477",447,7,"2013-05-12",0,0,0,0,"0",0
"870518",488,7,"2013-05-12",0,0,0,0,"0",0
"870549",519,7,"2013-05-12",0,0,0,0,"0",0
"870639",609,7,"2013-05-12",0,0,0,0,"0",0
"870641",611,7,"2013-05-12",0,0,0,0,"0",0
"870669",639,7,"2013-05-12",0,0,0,0,"0",0
"870813",783,7,"2013-05-12",0,0,0,0,"0",0
"870869",839,7,"2013-05-12",0,0,0,0,"0",0
"870954",924,7,"2013-05-12",0,0,0,0,"0",0
"870969",939,7,"2013-05-12",0,0,0,0,"0",0
"871078",1048,7,"2013-05-12",0,0,0,0,"0",0
"871079",1049,7,"2013-05-12",0,0,0,0,"0",0
"871104",1074,7,"2013-05-12",0,0,0,0,"0",0
"871228",83,6,"2013-05-11",3409,303,1,0,"0",0
"871289",144,6,"2013-05-11",7898,769,1,0,"0",0
"871332",187,6,"2013-05-11",4658,571,1,0,"0",0
"871345",200,6,"2013-05-11",7538,935,1,0,"0",0
"871352",207,6,"2013-05-11",8484,1110,1,0,"0",0
"871393",248,6,"2013-05-11",7272,1080,1,0,"0",0
"871409",264,6,"2013-05-11",6615,987,1,0,"0",0
"871592",447,6,"2013-05-11",5132,595,1,0,"0",0
"871633",488,6,"2013-05-11",3528,410,1,0,"0",0
"871664",519,6,"2013-05-11",5407,647,1,0,"0",0
"871754",609,6,"2013-05-11",2842,324,1,0,"0",0
"871756",611,6,"2013-05-11",6100,518,1,0,"0",0
"871784",639,6,"2013-05-11",2978,324,1,0,"0",0
"871928",783,6,"2013-05-11",4989,564,1,0,"0",0
"871984",839,6,"2013-05-11",3424,416,1,0,"0",0
"872069",924,6,"2013-05-11",3167,308,1,0,"0",0
"872084",939,6,"2013-05-11",6286,691,1,0,"0",0
"872193",1048,6,"2013-05-11",5100,483,1,0,"0",0
"872194",1049,6,"2013-05-11",3206,552,1,0,"0",0
"872219",1074,6,"2013-05-11",4246,544,1,0,"0",0
"872343",83,5,"2013-05-10",4252,431,1,0,"0",0
"872404",144,5,"2013-05-10",10967,991,1,0,"0",0
"872447",187,5,"2013-05-10",7518,1024,1,0,"0",1
"872460",200,5,"2013-05-10",9058,1161,1,0,"0",0
"872467",207,5,"2013-05-10",11046,1350,1,0,"0",1
"872508",248,5,"2013-05-10",9784,1409,1,0,"0",1
"872524",264,5,"2013-05-10",8054,1074,1,0,"0",1
"872707",447,5,"2013-05-10",5214,654,1,0,"0",1
"872748",488,5,"2013-05-10",3754,421,1,0,"0",1
"872779",519,5,"2013-05-10",5818,716,1,0,"0",1
"872869",609,5,"2013-05-10",5825,650,1,0,"0",1
"872871",611,5,"2013-05-10",6653,572,1,0,"0",0
"872899",639,5,"2013-05-10",5639,620,1,0,"0",0
"873043",783,5,"2013-05-10",7655,823,1,0,"0",1
"873099",839,5,"2013-05-10",5749,754,1,0,"0",1
"873184",924,5,"2013-05-10",5866,549,1,0,"0",0
"873199",939,5,"2013-05-10",6699,689,1,0,"0",0
"873308",1048,5,"2013-05-10",6533,539,1,0,"0",1
"873309",1049,5,"2013-05-10",4168,641,1,0,"0",0
"873334",1074,5,"2013-05-10",6377,752,1,0,"0",1
"873458",83,4,"2013-05-09",0,0,0,0,"a",0
"873519",144,4,"2013-05-09",0,0,0,0,"a",0
"873562",187,4,"2013-05-09",0,0,0,0,"a",0
"873575",200,4,"2013-05-09",0,0,0,0,"a",0
"873582",207,4,"2013-05-09",0,0,0,0,"a",0
"873623",248,4,"2013-05-09",0,0,0,0,"a",0
"873639",264,4,"2013-05-09",0,0,0,0,"a",0
"873822",447,4,"2013-05-09",0,0,0,0,"a",0
"873863",488,4,"2013-05-09",0,0,0,0,"a",0
"873894",519,4,"2013-05-09",0,0,0,0,"a",0
"873984",609,4,"2013-05-09",0,0,0,0,"a",0
"873986",611,4,"2013-05-09",0,0,0,0,"a",0
"874014",639,4,"2013-05-09",0,0,0,0,"a",0
"874158",783,4,"2013-05-09",0,0,0,0,"a",0
"874214",839,4,"2013-05-09",0,0,0,0,"a",0
"874299",924,4,"2013-05-09",0,0,0,0,"a",0
"874314",939,4,"2013-05-09",0,0,0,0,"a",0
"874423",1048,4,"2013-05-09",0,0,0,0,"a",0
"874424",1049,4,"2013-05-09",0,0,0,0,"a",0
"874449",1074,4,"2013-05-09",0,0,0,0,"a",0
"874573",83,3,"2013-05-08",3891,376,1,0,"0",0
"874634",144,3,"2013-05-08",9032,906,1,0,"0",0
"874677",187,3,"2013-05-08",5813,760,1,0,"0",0
"874690",200,3,"2013-05-08",8360,1101,1,0,"0",0
"874697",207,3,"2013-05-08",10379,1389,1,0,"0",0
"874738",248,3,"2013-05-08",8255,1202,1,0,"0",0
"874754",264,3,"2013-05-08",7477,1088,1,0,"0",0
"874937",447,3,"2013-05-08",5387,673,1,0,"0",0
"874978",488,3,"2013-05-08",3592,442,1,0,"0",0
"875009",519,3,"2013-05-08",4764,616,1,0,"0",0
"875099",609,3,"2013-05-08",4755,575,1,0,"0",0
"875101",611,3,"2013-05-08",5512,545,1,0,"0",0
"875129",639,3,"2013-05-08",5292,613,1,0,"0",0
"875273",783,3,"2013-05-08",6848,769,1,0,"0",0
"875329",839,3,"2013-05-08",5612,786,1,0,"0",0
"875414",924,3,"2013-05-08",5080,556,1,0,"0",0
"875429",939,3,"2013-05-08",6411,641,1,0,"0",0
"875538",1048,3,"2013-05-08",7259,587,1,0,"0",0
"875539",1049,3,"2013-05-08",4312,719,1,0,"0",0
"875564",1074,3,"2013-05-08",4558,571,1,0,"0",0
"875688",83,2,"2013-05-07",3322,333,1,0,"0",0
"875749",144,2,"2013-05-07",7741,754,1,0,"0",0
"875792",187,2,"2013-05-07",5353,812,1,0,"0",0
"875805",200,2,"2013-05-07",6584,919,1,0,"0",0
"875812",207,2,"2013-05-07",9801,1248,1,0,"0",0
"875853",248,2,"2013-05-07",6694,1134,1,0,"0",0
"875869",264,2,"2013-05-07",6792,951,1,0,"0",0
"876052",447,2,"2013-05-07",4580,607,1,0,"0",0
"876093",488,2,"2013-05-07",3247,342,1,0,"0",0
"876124",519,2,"2013-05-07",4106,480,1,0,"0",0
"876214",609,2,"2013-05-07",4758,551,1,0,"0",0
"876216",611,2,"2013-05-07",5938,512,1,0,"0",0
"876244",639,2,"2013-05-07",4398,453,1,0,"0",0
"876388",783,2,"2013-05-07",5525,631,1,0,"0",0
"876444",839,2,"2013-05-07",4974,682,1,0,"0",0
"876529",924,2,"2013-05-07",4615,480,1,0,"0",0
"876544",939,2,"2013-05-07",4070,432,1,0,"0",0
"876653",1048,2,"2013-05-07",5033,447,1,0,"0",0
"876654",1049,2,"2013-05-07",3689,658,1,0,"0",0
"876679",1074,2,"2013-05-07",3978,481,1,0,"0",0
"876803",83,1,"2013-05-06",3909,365,1,0,"0",0
"876864",144,1,"2013-05-06",7323,734,1,0,"0",0
"876907",187,1,"2013-05-06",5593,796,1,0,"0",0
"876920",200,1,"2013-05-06",7417,1070,1,0,"0",0
"876927",207,1,"2013-05-06",10319,1309,1,0,"0",0
"876968",248,1,"2013-05-06",8292,1209,1,0,"0",0
"876984",264,1,"2013-05-06",7119,1083,1,0,"0",0
"877167",447,1,"2013-05-06",5269,692,1,0,"0",0
"877208",488,1,"2013-05-06",3309,389,1,0,"0",0
"877239",519,1,"2013-05-06",4327,537,1,0,"0",0
"877329",609,1,"2013-05-06",5432,594,1,0,"0",0
"877331",611,1,"2013-05-06",6088,517,1,0,"0",0
"877359",639,1,"2013-05-06",4389,503,1,0,"0",0
"877503",783,1,"2013-05-06",6324,700,1,0,"0",0
"877559",839,1,"2013-05-06",5027,701,1,0,"0",0
"877644",924,1,"2013-05-06",4621,507,1,0,"0",0
"877659",939,1,"2013-05-06",5263,529,1,0,"0",0
"877768",1048,1,"2013-05-06",5472,492,1,0,"0",0
"877769",1049,1,"2013-05-06",3790,675,1,0,"0",0
"877794",1074,1,"2013-05-06",3745,447,1,0,"0",0
"877918",83,7,"2013-05-05",0,0,0,0,"0",0
"877979",144,7,"2013-05-05",0,0,0,0,"0",0
"878022",187,7,"2013-05-05",0,0,0,0,"0",0
"878035",200,7,"2013-05-05",0,0,0,0,"0",0
"878042",207,7,"2013-05-05",0,0,0,0,"0",0
"878083",248,7,"2013-05-05",0,0,0,0,"0",0
"878099",264,7,"2013-05-05",0,0,0,0,"0",0
"878282",447,7,"2013-05-05",0,0,0,0,"0",0
"878323",488,7,"2013-05-05",0,0,0,0,"0",0
"878354",519,7,"2013-05-05",0,0,0,0,"0",0
"878444",609,7,"2013-05-05",0,0,0,0,"0",0
"878446",611,7,"2013-05-05",0,0,0,0,"0",0
"878474",639,7,"2013-05-05",0,0,0,0,"0",0
"878618",783,7,"2013-05-05",0,0,0,0,"0",0
"878674",839,7,"2013-05-05",0,0,0,0,"0",0
"878759",924,7,"2013-05-05",0,0,0,0,"0",0
"878774",939,7,"2013-05-05",0,0,0,0,"0",0
"878883",1048,7,"2013-05-05",0,0,0,0,"0",0
"878884",1049,7,"2013-05-05",0,0,0,0,"0",0
"878909",1074,7,"2013-05-05",0,0,0,0,"0",0
"879033",83,6,"2013-05-04",3292,308,1,0,"0",0
"879094",144,6,"2013-05-04",6715,613,1,0,"0",0
"879137",187,6,"2013-05-04",4595,582,1,0,"0",0
"879150",200,6,"2013-05-04",7286,959,1,0,"0",0
"879157",207,6,"2013-05-04",8689,1118,1,0,"0",0
"879198",248,6,"2013-05-04",7340,1134,1,0,"0",0
"879214",264,6,"2013-05-04",6553,962,1,0,"0",0
"879397",447,6,"2013-05-04",5252,643,1,0,"0",0
"879438",488,6,"2013-05-04",2956,376,1,0,"0",0
"879469",519,6,"2013-05-04",5873,680,1,0,"0",0
"879559",609,6,"2013-05-04",3554,362,1,0,"0",0
"879561",611,6,"2013-05-04",6052,501,1,0,"0",0
"879589",639,6,"2013-05-04",2925,310,1,0,"0",0
"879733",783,6,"2013-05-04",5717,592,1,0,"0",0
"879789",839,6,"2013-05-04",3333,418,1,0,"0",0
"879874",924,6,"2013-05-04",3186,310,1,0,"0",0
"879889",939,6,"2013-05-04",5573,608,1,0,"0",0
"879998",1048,6,"2013-05-04",5439,464,1,0,"0",0
"879999",1049,6,"2013-05-04",3202,521,1,0,"0",0
"880024",1074,6,"2013-05-04",4425,576,1,0,"0",0
"880148",83,5,"2013-05-03",4427,385,1,1,"0",0
"880209",144,5,"2013-05-03",9668,920,1,1,"0",0
"880252",187,5,"2013-05-03",7491,970,1,1,"0",0
"880265",200,5,"2013-05-03",9518,1160,1,1,"0",0
"880272",207,5,"2013-05-03",12827,1505,1,1,"0",0
"880313",248,5,"2013-05-03",8692,1271,1,1,"0",0
"880329",264,5,"2013-05-03",9587,1223,1,1,"0",0
"880512",447,5,"2013-05-03",5918,696,1,1,"0",0
"880553",488,5,"2013-05-03",4384,452,1,1,"0",0
"880584",519,5,"2013-05-03",6036,661,1,1,"0",0
"880674",609,5,"2013-05-03",6125,630,1,1,"0",0
"880676",611,5,"2013-05-03",6345,523,1,1,"0",0
"880704",639,5,"2013-05-03",6810,650,1,1,"0",0
"880848",783,5,"2013-05-03",7469,780,1,1,"0",0
"880904",839,5,"2013-05-03",6829,787,1,1,"0",0
"880989",924,5,"2013-05-03",5594,545,1,1,"0",0
"881004",939,5,"2013-05-03",7110,681,1,1,"0",0
"881113",1048,5,"2013-05-03",7647,566,1,1,"0",0
"881114",1049,5,"2013-05-03",5830,926,1,1,"0",0
"881139",1074,5,"2013-05-03",6405,709,1,1,"0",0
"881263",83,4,"2013-05-02",4631,421,1,1,"0",0
"881324",144,4,"2013-05-02",9555,937,1,1,"0",0
"881367",187,4,"2013-05-02",7943,948,1,1,"0",0
"881380",200,4,"2013-05-02",10359,1235,1,1,"0",0
"881387",207,4,"2013-05-02",16493,1716,1,1,"0",0
"881428",248,4,"2013-05-02",11101,1448,1,1,"0",0
"881444",264,4,"2013-05-02",11859,1397,1,1,"0",0
"881627",447,4,"2013-05-02",7000,746,1,1,"0",0
"881668",488,4,"2013-05-02",4215,435,1,1,"0",0
"881699",519,4,"2013-05-02",6975,734,1,1,"0",0
"881789",609,4,"2013-05-02",6586,646,1,1,"0",0
"881791",611,4,"2013-05-02",6970,592,1,1,"0",0
"881819",639,4,"2013-05-02",6367,618,1,1,"0",0
"881963",783,4,"2013-05-02",7848,787,1,1,"0",0
"882019",839,4,"2013-05-02",7567,919,1,1,"0",0
"882104",924,4,"2013-05-02",6561,617,1,1,"0",0
"882119",939,4,"2013-05-02",7372,664,1,1,"0",0
"882228",1048,4,"2013-05-02",8949,646,1,1,"0",0
"882229",1049,4,"2013-05-02",5518,792,1,1,"0",0
"882254",1074,4,"2013-05-02",6655,719,1,1,"0",0
"882378",83,3,"2013-05-01",0,0,0,1,"a",0
"882439",144,3,"2013-05-01",0,0,0,1,"a",0
"882482",187,3,"2013-05-01",0,0,0,1,"a",0
"882495",200,3,"2013-05-01",0,0,0,1,"a",0
"882502",207,3,"2013-05-01",0,0,0,1,"a",0
"882543",248,3,"2013-05-01",0,0,0,1,"a",0
"882559",264,3,"2013-05-01",0,0,0,1,"a",0
"882742",447,3,"2013-05-01",0,0,0,1,"a",0
"882783",488,3,"2013-05-01",0,0,0,1,"a",0
"882814",519,3,"2013-05-01",0,0,0,1,"a",0
"882904",609,3,"2013-05-01",0,0,0,1,"a",0
"882906",611,3,"2013-05-01",0,0,0,1,"a",0
"882934",639,3,"2013-05-01",0,0,0,1,"a",0
"883078",783,3,"2013-05-01",0,0,0,1,"a",0
"883134",839,3,"2013-05-01",0,0,0,1,"a",0
"883219",924,3,"2013-05-01",0,0,0,1,"a",0
"883234",939,3,"2013-05-01",0,0,0,1,"a",0
"883343",1048,3,"2013-05-01",0,0,0,1,"a",0
"883344",1049,3,"2013-05-01",0,0,0,1,"a",0
"883369",1074,3,"2013-05-01",0,0,0,1,"a",0
"883493",83,2,"2013-04-30",5406,453,1,1,"0",0
"883554",144,2,"2013-04-30",8645,810,1,1,"0",0
"883597",187,2,"2013-04-30",9177,1084,1,1,"0",0
"883610",200,2,"2013-04-30",12762,1436,1,1,"0",0
"883617",207,2,"2013-04-30",16963,1800,1,1,"0",0
"883658",248,2,"2013-04-30",10650,1404,1,1,"0",0
"883674",264,2,"2013-04-30",12846,1539,1,1,"0",0
"883857",447,2,"2013-04-30",6699,791,1,1,"0",0
"883898",488,2,"2013-04-30",5025,504,1,1,"0",0
"883929",519,2,"2013-04-30",6455,691,1,1,"0",0
"884019",609,2,"2013-04-30",6235,633,1,1,"0",0
"884021",611,2,"2013-04-30",7644,615,1,1,"0",0
"884049",639,2,"2013-04-30",7197,681,1,1,"0",0
"884193",783,2,"2013-04-30",8771,845,1,1,"0",0
"884249",839,2,"2013-04-30",8202,924,1,1,"0",0
"884334",924,2,"2013-04-30",5929,557,1,1,"0",0
"884349",939,2,"2013-04-30",7616,692,1,1,"0",0
"884458",1048,2,"2013-04-30",8173,635,1,1,"0",0
"884459",1049,2,"2013-04-30",5589,834,1,1,"0",0
"884484",1074,2,"2013-04-30",5507,626,1,1,"0",0
"884608",83,1,"2013-04-29",5287,431,1,1,"0",0
"884669",144,1,"2013-04-29",9585,858,1,1,"0",0
"884712",187,1,"2013-04-29",7598,863,1,1,"0",0
"884725",200,1,"2013-04-29",9395,1159,1,1,"0",0
"884732",207,1,"2013-04-29",17648,1728,1,1,"0",0
"884773",248,1,"2013-04-29",9122,1150,1,1,"0",0
"884789",264,1,"2013-04-29",10042,1302,1,1,"0",0
"884972",447,1,"2013-04-29",6097,692,1,1,"0",0
"885013",488,1,"2013-04-29",4913,436,1,1,"0",0
"885044",519,1,"2013-04-29",6915,658,1,1,"0",0
"885134",609,1,"2013-04-29",6084,662,1,1,"0",0
"885136",611,1,"2013-04-29",7077,588,1,1,"0",0
"885164",639,1,"2013-04-29",7534,666,1,1,"0",0
"885308",783,1,"2013-04-29",7918,764,1,1,"0",0
"885364",839,1,"2013-04-29",8095,926,1,1,"0",0
"885449",924,1,"2013-04-29",6273,583,1,1,"0",0
"885464",939,1,"2013-04-29",7691,692,1,1,"0",0
"885573",1048,1,"2013-04-29",8826,632,1,1,"0",0
"885574",1049,1,"2013-04-29",5038,737,1,1,"0",0
"885599",1074,1,"2013-04-29",5301,628,1,1,"0",0
"885723",83,7,"2013-04-28",0,0,0,0,"0",0
"885784",144,7,"2013-04-28",0,0,0,0,"0",0
"885827",187,7,"2013-04-28",0,0,0,0,"0",0
"885840",200,7,"2013-04-28",0,0,0,0,"0",0
"885847",207,7,"2013-04-28",0,0,0,0,"0",0
"885888",248,7,"2013-04-28",0,0,0,0,"0",0
"885904",264,7,"2013-04-28",0,0,0,0,"0",0
"886087",447,7,"2013-04-28",0,0,0,0,"0",0
"886128",488,7,"2013-04-28",0,0,0,0,"0",0
"886159",519,7,"2013-04-28",0,0,0,0,"0",0
"886249",609,7,"2013-04-28",0,0,0,0,"0",0
"886251",611,7,"2013-04-28",0,0,0,0,"0",0
"886279",639,7,"2013-04-28",0,0,0,0,"0",0
"886423",783,7,"2013-04-28",0,0,0,0,"0",0
"886479",839,7,"2013-04-28",0,0,0,0,"0",0
"886564",924,7,"2013-04-28",0,0,0,0,"0",0
"886579",939,7,"2013-04-28",0,0,0,0,"0",0
"886688",1048,7,"2013-04-28",0,0,0,0,"0",0
"886689",1049,7,"2013-04-28",0,0,0,0,"0",0
"886714",1074,7,"2013-04-28",0,0,0,0,"0",0
"886838",83,6,"2013-04-27",2909,277,1,0,"0",0
"886899",144,6,"2013-04-27",5201,552,1,0,"0",0
"886942",187,6,"2013-04-27",3811,508,1,0,"0",0
"886955",200,6,"2013-04-27",6891,914,1,0,"0",0
"886962",207,6,"2013-04-27",8455,1039,1,0,"0",0
"887003",248,6,"2013-04-27",7017,1000,1,0,"0",0
"887019",264,6,"2013-04-27",6467,890,1,0,"0",0
"887202",447,6,"2013-04-27",4841,624,1,0,"0",0
"887243",488,6,"2013-04-27",3450,390,1,0,"0",0
"887274",519,6,"2013-04-27",5524,630,1,0,"0",0
"887364",609,6,"2013-04-27",2956,289,1,0,"0",0
"887366",611,6,"2013-04-27",6111,524,1,0,"0",0
"887394",639,6,"2013-04-27",3441,347,1,0,"0",0
"887538",783,6,"2013-04-27",4775,509,1,0,"0",0
"887594",839,6,"2013-04-27",3395,425,1,0,"0",0
"887679",924,6,"2013-04-27",2995,318,1,0,"0",0
"887694",939,6,"2013-04-27",5583,606,1,0,"0",0
"887803",1048,6,"2013-04-27",5833,487,1,0,"0",0
"887804",1049,6,"2013-04-27",2700,478,1,0,"0",0
"887829",1074,6,"2013-04-27",4538,533,1,0,"0",0
"887953",83,5,"2013-04-26",4060,367,1,1,"0",0
"888014",144,5,"2013-04-26",7192,704,1,1,"0",0
"888057",187,5,"2013-04-26",6650,871,1,1,"0",0
"888070",200,5,"2013-04-26",6878,950,1,1,"0",0
"888077",207,5,"2013-04-26",9935,1203,1,1,"0",0
"888118",248,5,"2013-04-26",7707,984,1,1,"0",0
"888134",264,5,"2013-04-26",8215,1115,1,1,"0",0
"888317",447,5,"2013-04-26",4836,594,1,1,"0",0
"888358",488,5,"2013-04-26",3585,358,1,1,"0",0
"888389",519,5,"2013-04-26",5809,629,1,1,"0",0
"888479",609,5,"2013-04-26",4737,562,1,1,"0",0
"888481",611,5,"2013-04-26",6071,502,1,1,"0",0
"888509",639,5,"2013-04-26",5143,551,1,1,"0",0
"888653",783,5,"2013-04-26",7532,738,1,1,"0",0
"888709",839,5,"2013-04-26",5506,686,1,1,"0",0
"888794",924,5,"2013-04-26",5134,496,1,1,"0",0
"888809",939,5,"2013-04-26",7488,673,1,1,"0",0
"888918",1048,5,"2013-04-26",6922,523,1,1,"0",0
"888919",1049,5,"2013-04-26",3837,630,1,1,"0",0
"888944",1074,5,"2013-04-26",4647,577,1,1,"0",0
"889068",83,4,"2013-04-25",3950,364,1,1,"0",0
"889129",144,4,"2013-04-25",7325,748,1,1,"0",0
"889172",187,4,"2013-04-25",5553,756,1,1,"0",0
"889185",200,4,"2013-04-25",7483,971,1,1,"0",0
"889192",207,4,"2013-04-25",11027,1290,1,1,"0",0
"889233",248,4,"2013-04-25",7505,1085,1,1,"0",0
"889249",264,4,"2013-04-25",7325,1014,1,1,"0",0
"889432",447,4,"2013-04-25",4614,577,1,1,"0",0
"889473",488,4,"2013-04-25",3225,378,1,1,"0",0
"889504",519,4,"2013-04-25",5041,506,1,1,"0",0
"889594",609,4,"2013-04-25",4678,526,1,1,"0",0
"889596",611,4,"2013-04-25",5857,493,1,1,"0",0
"889624",639,4,"2013-04-25",4833,501,1,1,"0",0
"889768",783,4,"2013-04-25",5949,622,1,1,"0",0
"889824",839,4,"2013-04-25",5561,730,1,1,"0",0
"889909",924,4,"2013-04-25",5110,492,1,1,"0",0
"889924",939,4,"2013-04-25",5096,491,1,1,"0",0
"890033",1048,4,"2013-04-25",5901,471,1,1,"0",0
"890034",1049,4,"2013-04-25",3544,617,1,1,"0",0
"890059",1074,4,"2013-04-25",3854,479,1,1,"0",0
"890183",83,3,"2013-04-24",3504,329,1,1,"0",0
"890244",144,3,"2013-04-24",5842,582,1,1,"0",0
"890287",187,3,"2013-04-24",5330,702,1,1,"0",0
"890300",200,3,"2013-04-24",7593,947,1,1,"0",0
"890307",207,3,"2013-04-24",11440,1372,1,1,"0",0
"890348",248,3,"2013-04-24",7687,1059,1,1,"0",0
"890364",264,3,"2013-04-24",8214,1051,1,1,"0",0
"890547",447,3,"2013-04-24",5548,644,1,1,"0",0
"890588",488,3,"2013-04-24",3903,405,1,1,"0",0
"890619",519,3,"2013-04-24",4487,494,1,1,"0",0
"890709",609,3,"2013-04-24",5189,561,1,1,"0",0
"890711",611,3,"2013-04-24",5389,462,1,1,"0",0
"890739",639,3,"2013-04-24",5162,533,1,1,"0",0
"890883",783,3,"2013-04-24",6012,628,1,1,"0",0
"890939",839,3,"2013-04-24",6361,786,1,1,"0",0
"891024",924,3,"2013-04-24",5064,476,1,1,"0",0
"891039",939,3,"2013-04-24",4904,472,1,1,"0",0
"891148",1048,3,"2013-04-24",5780,479,1,1,"0",0
"891149",1049,3,"2013-04-24",3713,617,1,1,"0",0
"891174",1074,3,"2013-04-24",3909,469,1,1,"0",0
"891298",83,2,"2013-04-23",5126,411,1,1,"0",0
"891359",144,2,"2013-04-23",6656,671,1,1,"0",0
"891402",187,2,"2013-04-23",7701,908,1,1,"0",0
"891415",200,2,"2013-04-23",8409,1040,1,1,"0",0
"891422",207,2,"2013-04-23",12608,1404,1,1,"0",0
"891463",248,2,"2013-04-23",8853,1184,1,1,"0",0
"891479",264,2,"2013-04-23",9318,1216,1,1,"0",0
"891662",447,2,"2013-04-23",5338,638,1,1,"0",0
"891703",488,2,"2013-04-23",4148,413,1,1,"0",0
"891734",519,2,"2013-04-23",5085,543,1,1,"0",0
"891824",609,2,"2013-04-23",5590,594,1,1,"0",0
"891826",611,2,"2013-04-23",6058,501,1,1,"0",0
"891854",639,2,"2013-04-23",5989,587,1,1,"0",0
"891998",783,2,"2013-04-23",6435,662,1,1,"0",0
"892054",839,2,"2013-04-23",6382,769,1,1,"0",0
"892139",924,2,"2013-04-23",5731,493,1,1,"0",0
"892154",939,2,"2013-04-23",5838,564,1,1,"0",0
"892263",1048,2,"2013-04-23",6621,496,1,1,"0",0
"892264",1049,2,"2013-04-23",4426,701,1,1,"0",0
"892289",1074,2,"2013-04-23",4820,473,1,1,"0",0
"892413",83,1,"2013-04-22",5131,439,1,1,"0",0
"892474",144,1,"2013-04-22",8201,737,1,1,"0",0
"892517",187,1,"2013-04-22",7935,916,1,1,"0",0
"892530",200,1,"2013-04-22",9118,1158,1,1,"0",0
"892537",207,1,"2013-04-22",16314,1670,1,1,"0",0
"892578",248,1,"2013-04-22",8917,1121,1,1,"0",0
"892594",264,1,"2013-04-22",11141,1367,1,1,"0",0
"892777",447,1,"2013-04-22",6527,768,1,1,"0",0
"892818",488,1,"2013-04-22",5065,501,1,1,"0",0
"892849",519,1,"2013-04-22",6381,662,1,1,"0",0
"892939",609,1,"2013-04-22",6541,671,1,1,"0",0
"892941",611,1,"2013-04-22",7801,599,1,1,"0",0
